preset,activation_threshold,gate_temperature,target_activation_rate,refractory,total_inputs,activations,precision,recall,f1,activation_rate,ema_activation_rate,avg_processing_time,total_energy_spent,energy_remaining,threshold_final,baseline_energy_cost,actual_energy_cost,estimated_energy_savings_pct
ecg_v1,0.55,0.05,0.1,0,50000,2077,0.17091959557053443,0.06889190762662527,0.09820193637621023,0.04154,0.05257506891842513,0.17774141655555986,65651.42805673902,65.49395149003517,0.9406530304263518,750000.0,65651.42805673902,91.24647625910146
ecg_v1,0.55,0.05,0.1,150,50000,288,0.2048611111111111,0.011449640985833495,0.021687189854806103,0.0415464512406232,0.17434746983251737,0.1805732175707817,9153.388004348772,51.83955549795848,0.5898383456246294,103980.0,9153.388004348772,91.19697249052821
ecg_v1,0.55,0.05,0.1,200,50000,224,0.23214285714285715,0.01009120900446342,0.019341640319880976,0.041916167664670656,0.14409858039731127,0.18190813383885793,7104.233846439334,64.11925497900843,0.5372193043843827,80160.0,7104.233846439334,91.13743282629822
ecg_v1,0.55,0.05,0.12,0,50000,2151,0.1678289167828917,0.07005627789637105,0.09884994523548742,0.04302,0.0014100119389114502,0.1780493838018952,66941.88405156457,98.03133451489587,0.834503034215746,750000.0,66941.88405156457,91.07441545979138
ecg_v1,0.55,0.05,0.12,150,50000,289,0.1695501730103806,0.00950902386959053,0.01800808526277104,0.043354335433543355,0.08014891644020948,0.17681253740119274,8947.79609581364,83.40252653767197,0.48272487988197504,99990.0,8947.79609581364,91.05130903508987
ecg_v1,0.55,0.05,0.12,200,50000,224,0.19642857142857142,0.008538715311469047,0.016366003347591595,0.04254510921177588,0.15406369693169913,0.17863000610045024,7016.614325304695,66.11139653158179,0.5117399105362158,78975.0,7016.614325304695,91.11539813193454
ecg_v1,0.55,0.05,0.15,0,50000,2271,0.1686481726111845,0.07432563555210557,0.10317887931034485,0.04542,0.002397267957548558,0.17802114908729866,69030.51292996958,81.16230292166726,0.9376628179766587,750000.0,69030.51292996958,90.79593160933739
ecg_v1,0.55,0.05,0.15,150,50000,291,0.16838487972508592,0.00950902386959053,0.018001469507714918,0.045404899360274614,0.14789041874008335,0.1775215548748003,8838.610245387088,66.68025150638206,0.5595885323722345,96135.0,8838.610245387088,90.80604332928998
ecg_v1,0.55,0.05,0.15,200,50000,226,0.1504424778761062,0.006598098195226082,0.012641754973043318,0.0459349593495935,0.12423724027466437,0.1791291099734011,6846.165854809365,66.40665321751757,0.48863348158684966,73800.0,6846.165854809365,90.7233525002583
ecg_v1,0.55,0.1,0.1,0,50000,2195,0.15854214123006835,0.06753347564525519,0.09471965160587915,0.0439,0.01389662756432916,0.17456490846864184,67262.14269109977,96.27375666162706,0.6423055263166284,750000.0,67262.14269109977,91.03171430785336
ecg_v1,0.55,0.1,0.1,150,50000,290,0.19310344827586207,0.010867455850960606,0.02057688774572846,0.0440194292653309,0.13241077019362893,0.17535180470039105,8894.752331464346,71.85980904079798,0.5806532917463886,98820.0,8894.752331464346,90.99903629683834
ecg_v1,0.55,0.1,0.1,200,50000,225,0.17333333333333334,0.007568406753347565,0.014503532911863145,0.043723280217644774,0.19939161277056913,0.17485936058892143,6912.538922147341,56.81170038357678,0.49973837202253635,77190.0,6912.538922147341,91.04477403530595
ecg_v1,0.55,0.1,0.12,0,50000,2277,0.1598594642072903,0.07063846303124394,0.09798115746971736,0.04554,0.0007810586035790492,0.17426815114630698,68628.64926453607,95.46059186285807,0.8595913745935994,750000.0,68628.64926453607,90.8495134313952
ecg_v1,0.55,0.1,0.12,150,50000,292,0.1232876712328767,0.006986221618474675,0.013223140495867768,0.046180610469713744,0.10656694968662073,0.17260500911163956,8724.408676563671,57.53155488803688,0.9220450619215118,94845.0,8724.408676563671,90.80140368331101
ecg_v1,0.55,0.1,0.12,200,50000,226,0.1504424778761062,0.006598098195226082,0.012641754973043318,0.045748987854251015,0.14292541731264602,0.1738379835027509,6793.25814778917,69.17137698218009,0.57104075355887,74100.0,6793.25814778917,90.83231019191746
ecg_v1,0.55,0.1,0.15,0,50000,2360,0.1478813559322034,0.06772753735687949,0.09290563024091573,0.0472,0.04379980208887173,0.17451009124012318,70066.45288906628,73.13487160948438,0.8777499380438224,750000.0,70066.45288906628,90.65780628145784
ecg_v1,0.55,0.1,0.15,150,50000,293,0.1296928327645051,0.007374345041723268,0.01395519647447668,0.047549496916585526,0.09191882301936849,0.1717201402162936,8623.674926576145,51.03980346165005,0.95,92430.0,8623.674926576145,90.67004768302917
ecg_v1,0.55,0.1,0.15,200,50000,227,0.13215859030837004,0.005821851348728896,0.011152416356877325,0.04780960404380792,0.08418565881488342,0.17429390982909349,6696.041995651409,73.23044016742455,0.925091398512138,71220.0,6696.041995651409,90.5980876219441
ecg_v1,0.55,0.15,0.1,0,50000,2498,0.16373098478783027,0.07937124005433728,0.10691412887204288,0.04996,0.10126524766110562,0.17476945385348808,72425.92175341943,49.36763635057376,0.95,750000.0,72425.92175341943,90.34321043287741
ecg_v1,0.55,0.15,0.1,150,50000,294,0.1360544217687075,0.007762468464971861,0.014686983660730677,0.04866743916570104,0.09764135878516833,0.172930925070834,8592.666903352081,38.2776929953844,0.95,90615.0,8592.666903352081,90.51739016349161
ecg_v1,0.55,0.15,0.1,200,50000,227,0.14977973568281938,0.006598098195226082,0.012639405204460967,0.04884871960404562,0.1096292618059384,0.1750938892364502,6648.14483186572,76.2422885505351,0.677667237331993,69705.0,6648.14483186572,90.46245630605306
ecg_v1,0.55,0.15,0.12,0,50000,2522,0.15939730372720062,0.0780128080729672,0.1047557003257329,0.05044,0.19731280233924725,0.17416263146593305,72750.41994790522,39.412257485948885,0.9411053279435593,750000.0,72750.41994790522,90.29994400694596
ecg_v1,0.55,0.15,0.12,150,50000,294,0.12585034013605442,0.007180283330098972,0.013585459886175875,0.04961187985150186,0.22527737076972476,0.17242868579163842,8505.793124475182,48.25430400444931,0.5422296891479271,88890.0,8505.793124475182,90.4311023461861
ecg_v1,0.55,0.15,0.12,200,50000,227,0.14977973568281938,0.006598098195226082,0.012639405204460967,0.049028077753779695,0.15449008644804113,0.17605986574147767,6630.76173915969,66.68402114223804,0.6880036008051342,69450.0,6630.76173915969,90.4524668982582
ecg_v1,0.55,0.15,0.15,0,50000,2573,0.15934706568208318,0.07956530176596158,0.10613512813875227,0.05146,0.16952746844749175,2.86254955273957,73617.21984160313,49.38805119619802,0.841742325514071,750000.0,73617.21984160313,90.18437068778624
ecg_v1,0.55,0.15,0.15,150,50000,295,0.13220338983050847,0.007568406753347565,0.01431718061674009,0.0511265164644714,0.16351048096867046,0.17180357706748833,8428.555005296264,7.6152835783176265,0.95,86550.0,8428.555005296264,90.26163488700605
ecg_v1,0.55,0.15,0.15,200,50000,227,0.15859030837004406,0.006986221618474675,0.013382899628252789,0.04934782608695652,0.02516799715448205,0.17511411490419362,6613.772979373763,68.72922322618162,0.95,69000.0,6613.772979373763,90.41482176902353
ecg_v1,0.6,0.05,0.1,0,50000,2077,0.17091959557053443,0.06889190762662527,0.09820193637621023,0.04154,0.05257506891842513,0.17767395764287985,65651.42805673902,65.49395149003517,0.9406530304263518,750000.0,65651.42805673902,91.24647625910146
ecg_v1,0.6,0.05,0.1,150,50000,288,0.2048611111111111,0.011449640985833495,0.021687189854806103,0.0415464512406232,0.17434746983251737,0.18088725954294205,9152.503714359214,51.83955549795848,0.5898383456246294,103980.0,9152.503714359214,91.19782293291092
ecg_v1,0.6,0.05,0.1,200,50000,224,0.23214285714285715,0.01009120900446342,0.019341640319880976,0.041916167664670656,0.14409858039731127,0.18216919898986816,7104.233846439334,64.11925497900843,0.5372193043843827,80160.0,7104.233846439334,91.13743282629822
ecg_v1,0.6,0.05,0.12,0,50000,2151,0.1678289167828917,0.07005627789637105,0.09884994523548742,0.04302,0.0014100119389114502,0.17812227205252548,66941.88405156457,98.03133451489587,0.834503034215746,750000.0,66941.88405156457,91.07441545979138
ecg_v1,0.6,0.05,0.12,150,50000,290,0.15517241379310345,0.008732777023093344,0.01653499908138894,0.04361558129041961,0.1920725757015887,0.1748328159595358,8912.001203905025,52.17375765754679,0.478895652343696,99735.0,8912.001203905025,91.06431924208651
ecg_v1,0.6,0.05,0.12,200,50000,224,0.19196428571428573,0.00834465359984475,0.015994048726055424,0.04254510921177588,0.15406369693169913,0.17852389706032618,7012.362024423471,66.11139653158179,0.5117399105362158,78975.0,7012.362024423471,91.12078249519028
ecg_v1,0.6,0.05,0.15,0,50000,2271,0.1686481726111845,0.07432563555210557,0.10317887931034485,0.04542,0.002397267957548558,0.17803011387783438,69030.51292996958,81.16230292166726,0.9376628179766587,750000.0,69030.51292996958,90.79593160933739
ecg_v1,0.6,0.05,0.15,150,50000,292,0.17123287671232876,0.009703085581214826,0.018365472910927456,0.0463639250555732,0.22617073724481002,0.1764143215466852,8773.754800093053,40.5410527365136,0.521846436287381,94470.0,8773.754800093053,90.71265502266004
ecg_v1,0.6,0.05,0.15,200,50000,226,0.17256637168141592,0.007568406753347565,0.014500836586726157,0.04561049445005046,0.09461937787837096,0.17847217817222122,6855.882699818953,66.7653248326926,0.6113255460114273,74325.0,6855.882699818953,90.77580531474074
ecg_v1,0.6,0.1,0.1,0,50000,2195,0.1580865603644647,0.0673394139336309,0.09444746869896571,0.0439,0.01389662756432916,0.17476245395686468,67296.24715784458,96.27375666162706,0.6423055263166284,750000.0,67296.24715784458,91.02716704562071
ecg_v1,0.6,0.1,0.1,150,50000,290,0.1413793103448276,0.007956530176596158,0.015065221385265481,0.0440194292653309,0.13241077019362893,0.17288491561495026,8844.340542945603,71.85980904079798,0.5806532917463886,98820.0,8844.340542945603,91.05005004761627
ecg_v1,0.6,0.1,0.1,200,50000,225,0.17333333333333334,0.007568406753347565,0.014503532911863145,0.043723280217644774,0.19939161277056913,0.174611939324273,6912.538922147341,56.81170038357678,0.49973837202253635,77190.0,6912.538922147341,91.04477403530595
ecg_v1,0.6,0.1,0.12,0,50000,2277,0.16073781291172595,0.07102658645449253,0.09851951547779274,0.04554,0.0007810586035790492,0.17453187706703988,68637.78482896037,95.46059186285807,0.8595913745935994,750000.0,68637.78482896037,90.8482953561386
ecg_v1,0.6,0.1,0.12,150,50000,291,0.16151202749140894,0.009120900446341937,0.017266715650257166,0.045404899360274614,0.0815949651341351,0.17420249952073769,8786.784609366592,83.01039802931416,0.6555763741856613,96135.0,8786.784609366592,90.85995255695991
ecg_v1,0.6,0.1,0.12,200,50000,226,0.17256637168141592,0.007568406753347565,0.014500836586726157,0.045748987854251015,0.14292541731264602,0.1739570989017993,6791.129575920319,69.17137698218009,0.57104075355887,74100.0,6791.129575920319,90.83518275854208
ecg_v1,0.6,0.1,0.15,0,50000,2360,0.1478813559322034,0.06772753735687949,0.09290563024091573,0.0472,0.04379980208887173,0.1747362200486458,70066.45288906628,73.13487160948438,0.8777499380438224,750000.0,70066.45288906628,90.65780628145784
ecg_v1,0.6,0.1,0.15,150,50000,292,0.1541095890410959,0.008732777023093344,0.01652892561983471,0.04653386454183267,0.11816267208139271,0.17512098077225358,8738.69484664061,76.40405157603045,0.5218877096023231,94125.0,8738.69484664061,90.7158620487218
ecg_v1,0.6,0.1,0.15,200,50000,227,0.14537444933920704,0.0064040364836017855,0.012267657992565056,0.04780960404380792,0.08418565881488342,0.17393260590305412,6693.274334342994,73.23044016742455,0.925091398512138,71220.0,6693.274334342994,90.60197369510954
ecg_v1,0.6,0.15,0.1,0,50000,2498,0.16373098478783027,0.07937124005433728,0.10691412887204288,0.04996,0.10126524766110562,0.17565048151344562,72425.92175341943,49.36763635057376,0.95,750000.0,72425.92175341943,90.34321043287741
ecg_v1,0.6,0.15,0.1,150,50000,294,0.1360544217687075,0.007762468464971861,0.014686983660730677,0.04866743916570104,0.09764135878516833,0.17292695386069162,8591.584172611141,38.2776929953844,0.95,90615.0,8591.584172611141,90.51858503270856
ecg_v1,0.6,0.15,0.1,200,50000,227,0.14977973568281938,0.006598098195226082,0.012639405204460967,0.04884871960404562,0.1096292618059384,0.17467016480567696,6648.14483186572,76.2422885505351,0.677667237331993,69705.0,6648.14483186572,90.46245630605306
ecg_v1,0.6,0.15,0.12,0,50000,2522,0.15939730372720062,0.0780128080729672,0.1047557003257329,0.05044,0.19731280233924725,0.17410391715667628,72750.41994790522,39.412257485948885,0.9411053279435593,750000.0,72750.41994790522,90.29994400694596
ecg_v1,0.6,0.15,0.12,150,50000,294,0.12585034013605442,0.007180283330098972,0.013585459886175875,0.04961187985150186,0.22527737076972476,0.17188018763146432,8506.06134235231,48.25430400444931,0.5422296891479271,88890.0,8506.06134235231,90.4308006048461
ecg_v1,0.6,0.15,0.12,200,50000,227,0.14096916299559473,0.006209974771977489,0.011895910780669147,0.049028077753779695,0.15449008644804113,0.1738000304688441,6619.497569733321,66.68402114223804,0.6880036008051342,69450.0,6619.497569733321,90.46868600470364
ecg_v1,0.6,0.15,0.15,0,50000,2573,0.15934706568208318,0.07956530176596158,0.10613512813875227,0.05146,0.16952746844749175,0.17422320663905821,73617.21984160313,49.38805119619802,0.841742325514071,750000.0,73617.21984160313,90.18437068778624
ecg_v1,0.6,0.15,0.15,150,50000,294,0.1326530612244898,0.007568406753347565,0.014319809069212413,0.04942837928715535,0.1717386056534364,0.17247963438228686,8524.009295570137,60.81838535474418,0.6280871416771784,89220.0,8524.009295570137,90.44607790229755
ecg_v1,0.6,0.15,0.15,200,50000,227,0.15859030837004406,0.006986221618474675,0.013382899628252789,0.04934782608695652,0.02516799715448205,0.17522397650496024,6613.772979373763,68.72922322618162,0.95,69000.0,6613.772979373763,90.41482176902353
ecg_v1,0.65,0.05,0.1,0,50000,2077,0.17091959557053443,0.06889190762662527,0.09820193637621023,0.04154,0.05257506891842513,0.17773050910644825,65654.18228213434,65.49395149003517,0.9406530304263518,750000.0,65654.18228213434,91.24610902904877
ecg_v1,0.65,0.05,0.1,150,50000,288,0.2013888888888889,0.011255579274209199,0.021319610365741593,0.0415464512406232,0.17434746983251737,0.1805874150660303,9150.07429104057,51.83955549795848,0.5898383456246294,103980.0,9150.07429104057,91.20015936618526
ecg_v1,0.65,0.05,0.1,200,50000,223,0.19282511210762332,0.00834465359984475,0.015997023809523808,0.04079765825100622,0.16652807637624523,0.1790054742530857,7121.587510427131,65.66679189368197,0.4653280852926564,81990.0,7121.587510427131,91.31407792361614
ecg_v1,0.65,0.05,0.12,0,50000,2151,0.1678289167828917,0.07005627789637105,0.09884994523548742,0.04302,0.0014100119389114502,0.1779242520662642,66939.7884930362,98.03133451489587,0.834503034215746,750000.0,66939.7884930362,91.07469486759517
ecg_v1,0.65,0.05,0.12,150,50000,290,0.19655172413793104,0.011061517562584902,0.020944332169759328,0.04372078998944671,0.1777020655766176,0.17953189488114982,8990.66226458238,56.083528751444675,0.4991732033224075,99495.0,8990.66226458238,90.96370444285404
ecg_v1,0.65,0.05,0.12,200,50000,224,0.19642857142857142,0.008538715311469047,0.016366003347591595,0.04254510921177588,0.15406369693169913,0.17754490673542023,7002.599799089478,66.11139653158179,0.5117399105362158,78975.0,7002.599799089478,91.13314365420769
ecg_v1,0.65,0.05,0.15,0,50000,2271,0.1686481726111845,0.07432563555210557,0.10317887931034485,0.04542,0.002397267957548558,0.17816699375302086,69030.51292996958,81.16230292166726,0.9376628179766587,750000.0,69030.51292996958,90.79593160933739
ecg_v1,0.65,0.05,0.15,150,50000,291,0.17525773195876287,0.009897147292839123,0.018736223365172666,0.045404899360274614,0.14789041874008335,0.1778653806837154,8841.805799753967,66.68025150638206,0.5595885323722345,96135.0,8841.805799753967,90.80271930123891
ecg_v1,0.65,0.05,0.15,200,50000,226,0.17699115044247787,0.007762468464971861,0.014872652909462726,0.04561049445005046,0.09461937787837096,0.17714742538148323,6849.897917372693,66.7653248326926,0.6113255460114273,74325.0,6849.897917372693,90.78385749428497
ecg_v1,0.65,0.1,0.1,0,50000,2195,0.1580865603644647,0.0673394139336309,0.09444746869896571,0.0439,0.01389662756432916,0.17464496160694026,67273.31317714526,96.27375666162706,0.6423055263166284,750000.0,67273.31317714526,91.03022490971395
ecg_v1,0.65,0.1,0.1,150,50000,290,0.1413793103448276,0.007956530176596158,0.015065221385265481,0.0440194292653309,0.13241077019362893,0.172147352942105,8841.28680512943,71.85980904079798,0.5806532917463886,98820.0,8841.28680512943,91.05314024981843
ecg_v1,0.65,0.1,0.1,200,50000,225,0.1688888888888889,0.007374345041723268,0.014131647452584604,0.043655413271245634,0.14083147754874353,0.17588185946146648,6926.304788273613,62.73638715176377,0.5617336575326666,77310.0,6926.304788273613,91.04086820815726
ecg_v1,0.65,0.1,0.12,0,50000,2277,0.16073781291172595,0.07102658645449253,0.09851951547779274,0.04554,0.0007810586035790492,0.17435255949048029,68623.64678361041,95.46059186285807,0.8595913745935994,750000.0,68623.64678361041,90.85018042885193
ecg_v1,0.65,0.1,0.12,150,50000,291,0.16494845360824742,0.009314962157966233,0.01763409257898604,0.045404899360274614,0.0815949651341351,0.17593333155838484,8804.579410060867,83.01039802931416,0.6555763741856613,96135.0,8804.579410060867,90.8414423362346
ecg_v1,0.65,0.1,0.12,200,50000,226,0.16371681415929204,0.007180283330098972,0.01375720394125302,0.045748987854251015,0.14292541731264602,0.17517378477923637,6811.573127254064,69.17137698218009,0.57104075355887,74100.0,6811.573127254064,90.80759362043986
ecg_v1,0.65,0.1,0.15,0,50000,2360,0.1444915254237288,0.06617504366388512,0.09077598828696924,0.0472,0.04379980208887173,0.17434899655439087,70040.25461651756,73.13487160948438,0.8777499380438224,750000.0,70040.25461651756,90.66129938446433
ecg_v1,0.65,0.1,0.15,150,50000,293,0.1296928327645051,0.007374345041723268,0.01395519647447668,0.047549496916585526,0.09191882301936849,0.1717432440344384,8631.991297291577,51.03980346165005,0.95,92430.0,8631.991297291577,90.6610502030817
ecg_v1,0.65,0.1,0.15,200,50000,227,0.14096916299559473,0.006209974771977489,0.011895910780669147,0.04780960404380792,0.08418565881488342,0.1747388881733764,6703.018492539172,73.23044016742455,0.925091398512138,71220.0,6703.018492539172,90.58829192285991
ecg_v1,0.65,0.15,0.1,0,50000,2498,0.16373098478783027,0.07937124005433728,0.10691412887204288,0.04996,0.10126524766110562,0.17473613175513555,72425.07843508247,49.36763635057376,0.95,750000.0,72425.07843508247,90.34332287532234
ecg_v1,0.65,0.15,0.1,150,50000,294,0.14625850340136054,0.00834465359984475,0.015788507435285478,0.049008168028004666,0.12526865741089122,0.17114367209324222,8530.812633373273,69.1783937588977,0.7266093038721504,89985.0,8530.812633373273,90.51973925279404
ecg_v1,0.65,0.15,0.1,200,50000,227,0.15859030837004406,0.006986221618474675,0.013382899628252789,0.04884871960404562,0.1096292618059384,0.17511892528786008,6646.366770205217,76.2422885505351,0.677667237331993,69705.0,6646.366770205217,90.46500714409981
ecg_v1,0.65,0.15,0.12,0,50000,2522,0.15939730372720062,0.0780128080729672,0.1047557003257329,0.05044,0.19731280233924725,0.1740891962747173,72747.58323631487,39.412257485948885,0.9411053279435593,750000.0,72747.58323631487,90.30032223515802
ecg_v1,0.65,0.15,0.12,150,50000,294,0.12585034013605442,0.007180283330098972,0.013585459886175875,0.04961187985150186,0.22527737076972476,0.17216020944167157,8506.06134235231,48.25430400444931,0.5422296891479271,88890.0,8506.06134235231,90.4308006048461
ecg_v1,0.65,0.15,0.12,200,50000,227,0.14977973568281938,0.006598098195226082,0.012639405204460967,0.049028077753779695,0.15449008644804113,0.17442697575438915,6631.559632854497,66.68402114223804,0.6880036008051342,69450.0,6631.559632854497,90.45131802324767
ecg_v1,0.65,0.15,0.15,0,50000,2573,0.15895841430237076,0.07937124005433728,0.10587626197256018,0.05146,0.16952746844749175,0.17405113671662695,73607.4535988939,49.38805119619802,0.841742325514071,750000.0,73607.4535988939,90.18567285348081
ecg_v1,0.65,0.15,0.15,150,50000,294,0.1292517006802721,0.007374345041723268,0.013952634477694143,0.04942837928715535,0.1717386056534364,0.17133668490818568,8512.031108683097,60.81838535474418,0.6280871416771784,89220.0,8512.031108683097,90.45950335274256
ecg_v1,0.65,0.15,0.15,200,50000,227,0.15859030837004406,0.006986221618474675,0.013382899628252789,0.04934782608695652,0.02516799715448205,0.1746519609694964,6614.57087306857,68.72922322618162,0.95,69000.0,6614.57087306857,90.4136654013499
ecg_v1,0.7,0.05,0.1,0,50000,2077,0.17091959557053443,0.06889190762662527,0.09820193637621023,0.04154,0.05257506891842513,0.17777344235790768,65654.18228213434,65.49395149003517,0.9406530304263518,750000.0,65654.18228213434,91.24610902904877
ecg_v1,0.7,0.05,0.1,150,50000,288,0.2013888888888889,0.011255579274209199,0.021319610365741593,0.0415464512406232,0.17434746983251737,0.1801420756512218,9150.07429104057,51.83955549795848,0.5898383456246294,103980.0,9150.07429104057,91.20015936618526
ecg_v1,0.7,0.05,0.1,200,50000,223,0.19282511210762332,0.00834465359984475,0.015997023809523808,0.04079765825100622,0.16652807637624523,0.17845149104370664,7121.587510427131,65.66679189368197,0.4653280852926564,81990.0,7121.587510427131,91.31407792361614
ecg_v1,0.7,0.05,0.12,0,50000,2151,0.1678289167828917,0.07005627789637105,0.09884994523548742,0.04302,0.0014100119389114502,0.1780732535916891,66939.7884930362,98.03133451489587,0.834503034215746,750000.0,66939.7884930362,91.07469486759517
ecg_v1,0.7,0.05,0.12,150,50000,290,0.19655172413793104,0.011061517562584902,0.020944332169759328,0.04372078998944671,0.1777020655766176,0.1790969963731437,8990.66226458238,56.083528751444675,0.4991732033224075,99495.0,8990.66226458238,90.96370444285404
ecg_v1,0.7,0.05,0.12,200,50000,224,0.19642857142857142,0.008538715311469047,0.016366003347591595,0.04254510921177588,0.15406369693169913,0.1776525942342622,7002.599799089478,66.11139653158179,0.5117399105362158,78975.0,7002.599799089478,91.13314365420769
ecg_v1,0.7,0.05,0.15,0,50000,2271,0.1686481726111845,0.07432563555210557,0.10317887931034485,0.04542,0.002397267957548558,0.17809377625774886,69033.27631441451,81.16230292166726,0.9376628179766587,750000.0,69033.27631441451,90.79556315807805
ecg_v1,0.7,0.05,0.15,150,50000,291,0.15807560137457044,0.00892683873471764,0.01689933872152829,0.0451092853821113,0.18446530174572512,0.17801941547197164,8867.154533863828,44.06455764515749,0.7241143768334799,96765.0,8867.154533863828,90.83640310663584
ecg_v1,0.7,0.05,0.15,200,50000,226,0.17256637168141592,0.007568406753347565,0.014500836586726157,0.04561049445005046,0.09461937787837096,0.17771783233743854,6850.4420484492475,66.7653248326926,0.6113255460114273,74325.0,6850.4420484492475,90.78312539731014
ecg_v1,0.7,0.1,0.1,0,50000,2195,0.1580865603644647,0.0673394139336309,0.09444746869896571,0.0439,0.01389662756432916,0.1748228709627121,67273.31317714526,96.27375666162706,0.6423055263166284,750000.0,67273.31317714526,91.03022490971395
ecg_v1,0.7,0.1,0.1,150,50000,290,0.1413793103448276,0.007956530176596158,0.015065221385265481,0.0440194292653309,0.13241077019362893,0.17321462137945767,8845.625271083625,71.85980904079798,0.5806532917463886,98820.0,8845.625271083625,91.04874997866462
ecg_v1,0.7,0.1,0.1,200,50000,225,0.17333333333333334,0.007568406753347565,0.014503532911863145,0.043655413271245634,0.14083147754874353,0.17541168424818251,6925.259142404952,62.73638715176377,0.5617336575326666,77310.0,6925.259142404952,91.04222074452859
ecg_v1,0.7,0.1,0.12,0,50000,2277,0.16073781291172595,0.07102658645449253,0.09851951547779274,0.04554,0.0007810586035790492,0.17444102461525468,68621.89737090768,95.46059186285807,0.8595913745935994,750000.0,68621.89737090768,90.85041368387897
ecg_v1,0.7,0.1,0.12,150,50000,292,0.11301369863013698,0.0064040364836017855,0.012121212121212121,0.046180610469713744,0.10656694968662073,0.17350427010287978,8731.28630188308,57.53155488803688,0.9220450619215118,94845.0,8731.28630188308,90.79415224641986
ecg_v1,0.7,0.1,0.12,200,50000,226,0.16371681415929204,0.007180283330098972,0.01375720394125302,0.045748987854251015,0.14292541731264602,0.17546265842640293,6812.371020948872,69.17137698218009,0.57104075355887,74100.0,6812.371020948872,90.80651684082473
ecg_v1,0.7,0.1,0.15,0,50000,2360,0.1444915254237288,0.06617504366388512,0.09077598828696924,0.0472,0.04379980208887173,0.17435020976147408,70040.25461651756,73.13487160948438,0.8777499380438224,750000.0,70040.25461651756,90.66129938446433
ecg_v1,0.7,0.1,0.15,150,50000,293,0.12627986348122866,0.007180283330098972,0.013587954461990454,0.047549496916585526,0.09191882301936849,0.17113592518881318,8623.519384637046,51.03980346165005,0.95,92430.0,8623.519384637046,90.67021596382448
ecg_v1,0.7,0.1,0.15,200,50000,227,0.13215859030837004,0.005821851348728896,0.011152416356877325,0.04780960404380792,0.08418565881488342,0.17399322829057468,6694.634576552632,73.23044016742455,0.925091398512138,71220.0,6694.634576552632,90.60006377906117
ecg_v1,0.7,0.15,0.1,0,50000,2498,0.16253002401921537,0.07878905491946439,0.10612991765782251,0.04996,0.10126524766110562,0.17712324327998777,72409.66461431062,49.36763635057376,0.95,750000.0,72409.66461431062,90.34537805142526
ecg_v1,0.7,0.15,0.1,150,50000,294,0.1360544217687075,0.007762468464971861,0.014686983660730677,0.04866743916570104,0.09764135878516833,0.17305731286807935,8591.249534265997,38.2776929953844,0.95,90615.0,8591.249534265997,90.51895432956354
ecg_v1,0.7,0.15,0.1,200,50000,227,0.15859030837004406,0.006986221618474675,0.013382899628252789,0.04884871960404562,0.1096292618059384,0.17470237652110635,6646.366770205217,76.2422885505351,0.677667237331993,69705.0,6646.366770205217,90.46500714409981
ecg_v1,0.7,0.15,0.12,0,50000,2522,0.15979381443298968,0.0782068697845915,0.10501628664495113,0.05044,0.19731280233924725,0.1741057516184239,72748.2052103758,39.412257485948885,0.9411053279435593,750000.0,72748.2052103758,90.30023930528323
ecg_v1,0.7,0.15,0.12,150,50000,294,0.12585034013605442,0.007180283330098972,0.013585459886175875,0.04961187985150186,0.22527737076972476,0.17219874080346556,8509.179484791543,48.25430400444931,0.5422296891479271,88890.0,8509.179484791543,90.42729273845028
ecg_v1,0.7,0.15,0.12,200,50000,227,0.14096916299559473,0.006209974771977489,0.011895910780669147,0.049028077753779695,0.15449008644804113,0.17408784685681045,6620.296690434141,66.68402114223804,0.6880036008051342,69450.0,6620.296690434141,90.4675353629458
ecg_v1,0.7,0.15,0.15,0,50000,2573,0.15895841430237076,0.07937124005433728,0.10587626197256018,0.05146,0.16952746844749175,0.17407927622463376,73607.4703684969,49.38805119619802,0.841742325514071,750000.0,73607.4703684969,90.18567061753376
ecg_v1,0.7,0.15,0.15,150,50000,294,0.1326530612244898,0.007568406753347565,0.014319809069212413,0.04942837928715535,0.1717386056534364,0.17204593152415995,8524.277513447265,60.81838535474418,0.6280871416771784,89220.0,8524.277513447265,90.44577727701495
ecg_v1,0.7,0.15,0.15,200,50000,227,0.15859030837004406,0.006986221618474675,0.013382899628252789,0.04934782608695652,0.02516799715448205,0.17472376487328617,6613.889547776825,68.72922322618162,0.95,69000.0,6613.889547776825,90.41465282930895
